mapping_id,user_term,snomed_code,preferred_term
SNOMED-MAP-300354,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-300355,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-300356,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-300357,high fever (variant 2),3866610067,Fever
SNOMED-MAP-300358,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-300359,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-300360,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-300361,high fever (variant 1),3866610061,Fever
SNOMED-MAP-300362,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-300363,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-300364,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-300365,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-300366,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-300367,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-300368,high fever (variant 3),3866610068,Fever
SNOMED-MAP-300369,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-300370,high fever (variant 0),3866610060,Fever
SNOMED-MAP-300371,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-300372,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-300373,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-300374,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-300375,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-300376,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-300377,high fever (variant 2),3866610067,Fever
SNOMED-MAP-300378,high fever (variant 3),3866610068,Fever
SNOMED-MAP-300379,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-300380,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-300381,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-300382,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-300383,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-300384,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-300385,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-300386,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-300387,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-300388,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-300389,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-300390,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-300391,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-300392,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-300393,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-300394,high fever (variant 4),3866610064,Fever
SNOMED-MAP-300395,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-300396,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-300397,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-300398,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-300399,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-300400,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-300401,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-300402,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-300403,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-300404,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-300405,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-300406,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-300407,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-300408,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-300409,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-300410,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-300411,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-300412,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-300413,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-300414,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-300415,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-300416,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-300417,high fever (variant 2),3866610067,Fever
SNOMED-MAP-300418,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-300419,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-300420,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-300421,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-300422,high fever (variant 2),3866610062,Fever
SNOMED-MAP-300423,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-300424,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-300425,high fever (variant 0),3866610065,Fever
SNOMED-MAP-300426,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-300427,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-300428,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-300429,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-300430,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-300431,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-300432,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-300433,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-300434,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-300435,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-300436,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-300437,high fever (variant 2),3866610067,Fever
SNOMED-MAP-300438,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-300439,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-300440,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-300441,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-300442,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-300443,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-300444,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-300445,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-300446,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-300447,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-300448,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-300449,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-300450,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-300451,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-300452,high fever (variant 2),3866610062,Fever
SNOMED-MAP-300453,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-300454,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-300455,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-300456,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-300457,high fever (variant 2),3866610067,Fever
SNOMED-MAP-300458,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-300459,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-300460,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-300461,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-300462,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-300463,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-300464,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-300465,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-300466,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-300467,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-300468,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-300469,high fever (variant 4),3866610069,Fever
SNOMED-MAP-300470,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-300471,high fever (variant 1),3866610061,Fever
SNOMED-MAP-300472,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-300473,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-300474,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-300475,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-300476,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-300477,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-300478,high fever (variant 3),3866610068,Fever
SNOMED-MAP-300479,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-300480,high fever (variant 0),3866610060,Fever
SNOMED-MAP-300481,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-300482,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-300483,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-300484,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-300485,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-300486,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-300487,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-300488,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-300489,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-300490,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-300491,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-300492,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-300493,high fever (variant 3),3866610063,Fever
SNOMED-MAP-300494,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-300495,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-300496,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-300497,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-300498,high fever (variant 3),3866610068,Fever
SNOMED-MAP-300499,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-300500,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-300501,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-300502,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-300503,high fever (variant 3),3866610063,Fever
SNOMED-MAP-300504,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-300505,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-300506,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-300507,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-300508,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-300509,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-300510,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-300511,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-300512,high fever (variant 2),3866610062,Fever
SNOMED-MAP-300513,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-300514,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-300515,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-300516,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-300517,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-300518,high fever (variant 3),3866610068,Fever
SNOMED-MAP-300519,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-300520,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-300521,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-300522,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-300523,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-300524,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-300525,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-300526,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-300527,high fever (variant 2),3866610067,Fever
SNOMED-MAP-300528,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-300529,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-300530,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-300531,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-300532,high fever (variant 2),3866610062,Fever
SNOMED-MAP-300533,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-300534,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-300535,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-300536,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-300537,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-300538,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-300539,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-300540,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-300541,high fever (variant 1),3866610061,Fever
SNOMED-MAP-300542,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-300543,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-300544,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-300545,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-300546,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-300547,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-300548,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-300549,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-300550,high fever (variant 0),3866610060,Fever
SNOMED-MAP-300551,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-300552,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-300553,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-300554,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-300555,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-300556,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-300557,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-300558,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-300559,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-300560,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-300561,high fever (variant 1),3866610061,Fever
SNOMED-MAP-300562,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-300563,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-300564,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-300565,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-300566,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-300567,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-300568,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-300569,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-300570,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-300571,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-300572,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-300573,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-300574,high fever (variant 4),3866610064,Fever
SNOMED-MAP-300575,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-300576,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-300577,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-300578,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-300579,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-300580,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-300581,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-300582,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-300583,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-300584,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-300585,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-300586,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-300587,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-300588,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-300589,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-300590,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-300591,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-300592,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-300593,high blood pressure (variant 3),383410033,Essential Hypertension
